est_pEX1,est_pKX1,rss,convergence,percK_pass0,percK_pass1,percK_pass2,percK_pass3,percK_pass4,percK_pass5
200,136.858825519175,24.0476736129853,0,16.39,4.14318016987797,1.46005945351771,1.03107701059111,0.72972564825066,0.516268797397916
200,143.03103375317,8.22613474711936,0,16.39,4.83336054348042,1.91687082196605,1.40799878547052,1.03594179153608,0.761810994152634
200,140.874302588409,10.6689406787768,0,16.39,4.58234452735248,1.74438988505769,1.26395260675105,0.917526231066466,0.665745980896912
200,140.850293941989,9.10665344019296,0,16.39,4.57961091050224,1.74255117310822,1.26242780485903,0.916281454054912,0.664743152982932
200,140.169426568684,5.36497359857449,0,16.39,4.50263630657044,1.69112808240593,1.21987928979154,0.881623555871823,0.636883103265417
200,136.024313863039,15.6050382249079,0,16.39,4.05636001724313,1.40650608793726,0.987911653436816,0.695462618084865,0.48942574985621
200,136.189435693593,6.29043592934846,0,16.39,4.07342011848029,1.41695950074706,0.996318947698161,0.702121602973019,0.494631447709319
200,134.555698837104,7.97439074910454,0,16.39,3.90717207307496,1.31655242442209,0.915945279839708,0.638756735521476,0.445323602297427
200,135.668365781385,16.0353589571928,0,16.39,4.0197820591924,1.38420856775345,0.970008886008446,0.681306393134241,0.47837739751232
200,135.577509271671,13.9942955587272,0,16.39,4.01048865630802,1.37856848311105,0.965487029309763,0.677735967390163,0.475594810116081
200,138.391174304918,11.4212641202548,0,16.39,4.3065389205142,1.56321208348802,1.11486327535974,0.796739560670214,0.569169239248871
200,137.61275084332,8.91491014043724,0,16.39,4.22291151312073,1.51001710467151,1.07155177539757,0.762016418956192,0.541694755934545
200,137.61275084332,8.91491014043724,0,16.39,4.22291151312073,1.51001710467151,1.07155177539757,0.762016418956192,0.541694755934545
200,130.841382239862,7.62620191012946,0,16.39,3.54974259420146,1.11178791138472,0.754838628753051,0.513881429213748,0.349774986113116
200,140.907591229335,9.54197070240513,0,16.39,4.58613694994668,1.74694220067403,1.26606957107968,0.919254733919069,0.667138762481952
200,140.907591229335,9.54197070240513,0,16.39,4.58613694994668,1.74694220067403,1.26606957107968,0.919254733919069,0.667138762481952
200,138.723749848478,16.5603775827094,0,16.39,4.34267615240956,1.58645025805255,1.13385151773511,0.812016258870327,0.581299243162568
200,138.723749848478,16.5603775827094,0,16.39,4.34267615240956,1.58645025805255,1.13385151773511,0.812016258870327,0.581299243162568
200,138.723749848522,16.5603775827095,0,16.39,4.34267615241437,1.58645025805565,1.13385151773764,0.812016258872363,0.581299243164186
200,131.202287145889,8.46388298786147,0,16.39,3.58325323180856,1.13033602282072,0.769266848625169,0.524939434394772,0.358141180488182
200,138.723749848478,16.5603775827094,0,16.39,4.34267615240956,1.58645025805255,1.13385151773511,0.812016258870327,0.581299243162568
200,132.019853024203,16.0359806844561,0,16.39,3.66012346354315,1.17339348446147,0.802891661045645,0.550809640339165,0.37778925697397
200,132.019853024249,16.0359806844561,0,16.39,3.6601234635475,1.17339348446394,0.802891661047573,0.550809640340653,0.377789256975102
200,131.202287146185,8.46388298786149,0,16.39,3.58325323183608,1.130336022836,0.769266848637074,0.524939434403906,0.358141180495101
200,132.019853024203,16.0359806844561,0,16.39,3.66012346354315,1.17339348446147,0.802891661045645,0.550809640339165,0.37778925697397
200,138.190938774521,7.44922726161062,0,16.39,4.28489974144599,1.54936950522647,1.10357172108791,0.787670502624428,0.5619803671647
200,135.830870672996,9.73125493585053,0,16.39,4.0364479018785,1.39434837315269,0.978145036913739,0.687735869420759,0.483392226530144
200,138.190938774408,7.44922726161065,0,16.39,4.28489974143378,1.54936950521867,1.10357172108155,0.787670502619324,0.561980367160656
200,133.06197112231,5.46122527769523,0,16.39,3.76005608623324,1.23042673346708,0.847705019356209,0.58549766641797,0.404293785534779
200,133.06197112231,5.46122527769523,0,16.39,3.76005608623324,1.23042673346708,0.847705019356209,0.58549766641797,0.404293785534779
200,133.061970548319,5.46122527769522,0,16.39,3.76005603058363,1.23042670137495,0.847704994054172,0.585497646767032,0.404293770469715
200,133.872661480539,9.4407073875595,0,16.39,3.83932812497005,1.27651546067156,0.884139642352425,0.613869659862786,0.426102036289398
200,133.872661480934,9.44070738755946,0,16.39,3.83932812500904,1.27651546069441,0.88413964237054,0.61386965987693,0.426102036300297
200,133.872661480539,9.4407073875595,0,16.39,3.83932812497005,1.27651546067156,0.884139642352425,0.613869659862786,0.426102036289398
200,133.872661480539,9.4407073875595,0,16.39,3.83932812497005,1.27651546067156,0.884139642352425,0.613869659862786,0.426102036289398
200,134.777467983931,5.48441320811272,0,16.39,3.929408874795,1.32979368396326,0.926495283389995,0.647035865019784,0.45173651338488
200,134.777467983931,5.48441320811272,0,16.39,3.929408874795,1.32979368396326,0.926495283389995,0.647035865019784,0.45173651338488
200,134.777467983913,5.48441320811275,0,16.39,3.92940887479314,1.32979368396215,0.926495283389104,0.647035865019083,0.451736513384338
