pEmin,pEmax,pKmin,pKmax,pE1,pE2,pE3,pK1,pK2,pK3,valX1,valX2,valX3
0,200,110,110,167.531069413649,80.5386865966237,11.979780042832,110,110,110,13.1828592973571,2354.2131848544,23.1459200468981
0,200,111,111,168.798360817155,81.3099703739128,12.3379084205451,111,111,111,13.0507848580938,2357.41987077691,23.1449000987011
0,200,112,112,170.066174183038,82.0807824734665,12.6986479626379,112,112,112,12.9191367014888,2360.7802919204,23.1438335819409
0,200,113,113,171.334440472876,82.85113168425,13.0619733432571,113,113,113,12.787950837606,2364.29200585677,23.1427185772576
0,200,114,114,172.603207232357,83.6210293374117,13.427860559148,114,114,114,12.6572626524539,2367.9529438629,23.141553108558
0,200,115,115,173.87244571126,84.3904884366374,13.7962845967741,115,115,115,12.5271087938714,2371.76131472597,23.1403351886703
0,200,116,116,175.14215737134,85.1595238881163,14.1672210845733,116,116,116,12.3975255834632,2375.71552180419,23.139062745893
0,200,117,117,176.412315421278,85.9281506869347,14.5406479485325,117,117,117,12.268548941871,2379.81414233798,23.1377335052631
0,200,118,118,177.682926397295,86.6963854084825,14.9165402047513,118,118,118,12.1402142873504,2384.05585909978,23.1363453474787
0,200,119,119,178.953992127429,87.464245062707,15.2948739438385,119,119,119,12.012559253856,2388.43936556733,23.1348960324985
0,200,120,120,180.22549580244,88.2317499431805,15.6756257683698,120,120,120,11.8856175331891,2392.96339675612,23.1333832205276
0,200,121,121,181.497431315018,88.9989215567035,16.0587716552155,121,121,121,11.7594251759863,2397.62654410032,23.1318045120457
0,200,122,122,182.769801533998,89.7657772640049,16.4442908290846,122,122,122,11.6340160785118,2402.42737146122,23.1301574070249
0,200,123,123,184.042599589505,90.5323387430923,16.8321587326886,123,123,123,11.509423801072,2407.36429719611,23.1284393555016
0,200,124,124,185.315839199857,91.2986278872668,17.2223533886791,124,124,124,11.3856801874475,2412.43558075592,23.1266477388428
0,200,125,125,186.589507351689,92.0646655933598,17.6148523091195,125,125,125,11.2628166232457,2417.6393209349,23.1247798879149
0,200,126,126,187.863604416416,92.8304735056762,18.0096359018189,126,126,126,11.1408631317346,2422.97343630284,23.122832836716
0,200,127,127,189.138125650923,93.596071746275,18.4066821814229,127,127,127,11.0198486940922,2428.43565826286,23.1208037616552
0,200,128,128,190.413075177179,94.3614831956563,18.8059686974339,128,128,128,10.8998010482252,2434.02349357944,23.1186897982173
0,200,129,129,191.688444948483,95.1267275208061,19.2074742716663,129,129,129,10.7807472695448,2439.73430986402,23.1164879112679
0,200,130,130,192.964241124274,95.8918252423171,19.6111778747896,130,130,130,10.6627128317803,2445.56528245851,23.1141950057639
0,200,131,131,194.240462205627,96.6567961201034,20.0170593906316,131,131,131,10.5457218087018,2451.5133253498,23.1118079200892
0,200,132,132,195.51711267046,97.4216592900876,20.425097711913,132,132,132,10.4297969443309,2457.57505060089,23.1093233744567
0,200,133,133,196.794187447358,98.1864314611589,20.8352728701764,133,133,133,10.3149591095222,2463.74712157153,23.1067380378902
0,200,134,134,198.071694944401,98.9511322397647,21.2475644592316,134,134,134,10.201227949729,2470.02581998053,23.1040484513564
0,200,135,135,199.34961894584,99.715777001495,21.6619541455921,135,135,135,10.0886223787507,2476.40735512367,23.101251082784
0,200,136,136,200,100.480382277428,22.0784219825929,136,136,136,9.98876421222731,2482.88777963873,23.0983422542417
0,200,137,137,200,101.24496295683,22.4969510926273,137,137,137,9.97770872328804,2489.4629644129,23.0953181816025
0,200,138,138,200,102.009533546844,22.9175216672094,138,138,138,10.0784818476197,2496.12870356967,23.0921750972495
0,200,139,139,200,102.774108175096,23.3401143648108,139,139,139,10.303091598577,2502.88067498669,23.0889092000613
0,200,140,140,200,103.53869886515,23.7647112424795,140,140,140,10.6646331056309,2509.71443163225,23.0855164433974
0,200,141,141,200,104.303316371252,24.1912935409993,141,141,141,11.1773837384925,2516.62541399349,23.0819928495903
0,200,142,142,200,105.067971355193,24.6198438418502,142,142,142,11.8569062173273,2523.60900948134,23.0783342676582
0,200,143,143,200,105.832673211284,25.050344284509,143,143,143,12.720160346529,2530.66055857028,23.0745363737181
0,200,144,144,200,106.597430830595,25.482777420885,144,144,144,13.7856238792419,2537.77535194087,23.070594840996
0,200,145,145,200,107.362251581304,25.9171260252032,145,145,145,15.0734234612995,2544.94866102262,23.0665051986622
0,200,6,6,26.602774550366,0,0,6,6,6,22.1056925141236,2553.72672596829,24560.3791316887
0,200,7,7,28.3920964466531,0.344895134286299,0,7,7,7,22.1049554169127,2475.82667754503,20355.687484651
0,200,8,8,30.149837843706,0.995977075437024,0,8,8,8,22.1040749387318,2475.82566996097,17188.4466964943
0,200,9,9,31.8791157641474,1.65557196007401,0,9,9,9,22.1030203019906,2475.82485951773,14730.108913561
0,200,10,10,33.5825995649932,2.32325184192113,0,10,10,10,22.1017544558311,2475.82420719446,12772.4226787975
0,200,146,146,200,108.127140780904,26.3533740759646,146,146,146,16.6054762088492,2552.17574662708,23.0622629132911
0,200,147,147,200,108.892106962196,26.7915069708833,147,147,147,18.4056425136614,2559.45189750941,23.0578632220874
0,200,148,148,200,109.657154228641,27.2315063805798,148,148,148,20.4998915287264,2566.772447163,23.0533015131504
0,200,149,149,200,110.422286499278,27.6733558965419,149,149,149,22.9164793886192,2574.13268339463,23.048573039696
0,200,150,150,200,111.187506067859,28.1170400684802,150,150,150,25.6861413009061,2581.527946239,23.0436729399792
0,200,151,151,200,111.952814482014,28.5625426795443,151,151,151,28.8422987604437,2588.95365599229,23.0385961312593
0,200,152,152,200,112.718214404721,29.0098483811435,152,152,152,32.4212825224241,2596.40530375529,23.033337537991
0,200,153,153,200,113.483704622531,29.4589414777279,153,153,153,36.4625724054829,2603.87846257884,23.0278920147694
0,200,154,154,200,114.249285326237,29.9098084744833,154,154,154,41.0090549412181,2611.36879079563,23.0222542944619
0,200,155,155,200,115.014955496607,30.3624329629957,155,155,155,46.1072999105158,2618.87207064463,23.0164191207858
0,200,156,156,200,115.780711864731,30.8168012924816,156,156,156,51.8078568241838,2626.38418279687,23.0103810121344
0,200,157,157,200,116.546552451681,31.272901465919,157,157,157,58.165572002829,2633.90119029844,23.0041343248467
0,200,158,158,200,117.3124740083,31.7307175116406,158,158,158,65.2399269983894,2641.41926183512,22.9976736258272
0,200,159,159,200,118.07847193406,32.190235215635,159,159,159,73.0954052164573,2648.93467102313,22.9909932946235
0,200,160,160,200,118.844541108959,32.6514408180954,160,160,160,81.8018761552994,2656.44384670345,22.9840876178055
0,200,161,161,200,119.610675722528,33.1143207454677,161,161,161,91.4350080429304,2663.94338372813,22.9769508411823
0,200,162,162,200,120.37686940878,33.5788615999684,162,162,162,102.076705090046,2671.43003821859,22.9695771536745
0,200,163,163,200,121.143115852356,34.0450501662322,163,163,163,113.81557323165,2678.90073334806,22.9619606379181
0,200,164,164,200,121.909407562758,34.5128734708529,164,164,164,126.747413025662,2686.35256359372,22.9540953578717
0,200,165,165,200,122.675736919239,34.9823183818306,165,165,165,140.97573964205,2693.78278147493,22.9459753924521
0,200,166,166,200,123.442095621142,35.4533725302723,166,166,166,156.61233581873,2701.18882585281,22.9375946759872
0,200,167,167,200,124.208474628995,35.9260255748881,167,167,167,173.777830307381,2708.56836715077,22.9289470108143
0,200,168,168,200,124.974866189486,36.4002657663613,168,168,168,192.602305440191,2715.91918824995,22.9200262568348
0,200,169,169,200,125.741261937334,36.8760793637381,169,169,169,213.225935684306,2723.23925005834,22.9108263921811
0,200,170,170,200,126.507651593118,37.3534542428144,170,170,170,235.799654199922,2730.52671256409,22.9013413867653
0,200,171,171,200,127.274025224179,37.8323789454113,171,171,171,260.485847271091,2737.77980891307,22.8915651190598
0,200,172,172,200,128.040373591447,38.3128416486407,172,172,172,287.459075399666,2744.99705881764,22.8814913997943
0,200,173,173,200,128.80668708897,38.7948309653494,173,173,173,316.906818485329,2752.1771109225,22.8711139672577
0,200,174,174,200,129.572957194978,39.2783355945386,174,174,174,349.030246761868,2759.3188368394,22.8604268480644
0,200,175,175,200,130.339172840909,39.7633443602617,175,175,175,384.045008896121,2766.4211410952,22.849423852113
0,200,176,176,200,131.105325629045,40.2498456609667,176,176,176,422.182037150093,2773.48318002236,22.8380989917158
0,200,177,177,200,131.871405910282,40.737829684476,177,177,177,463.688366178581,2780.50421952081,22.8264461629976
0,200,178,178,200,132.637404637688,41.2272873577054,178,178,178,508.82795926137,2787.48368629477,22.814459227299
0,200,179,179,200,133.403312515888,41.718207400262,179,179,179,557.882536727176,2794.4211243188,22.8021323452572
0,200,180,180,200,134.169121398772,42.2105786092156,180,180,180,611.152400046588,2801.31621567657,22.7894596572312
0,200,181,181,200,134.934822462528,42.7043905680711,181,181,181,668.957244109432,2808.16876396928,22.7764353261253
0,200,182,182,200,135.70040779886,43.1996340969257,182,182,182,731.636949827696,2814.97869749524,22.7630536033575
0,200,183,183,200,136.465869803671,43.6962976844173,183,183,183,799.552326300165,2821.74605193288,22.7493088975908
0,200,184,184,200,137.231201444711,44.1943729470121,184,184,184,873.085883609329,2828.47097365568,22.7351955871541
0,200,185,185,200,137.996395960885,44.6938495240796,185,185,185,952.642462366051,2835.15377720093,22.7207082247999
0,200,186,186,200,138.761446980255,45.1947147771577,186,186,186,1038.64984580336,2841.79474559285,22.7058416999385
0,200,187,187,200,139.526347800804,45.6969619387731,187,187,187,1131.55928969735,2848.39430106872,22.6905905711813
0,200,188,188,200,140.291093695225,46.2005817811763,188,188,188,1231.8459524977,2854.95295464737,22.6749497248996
0,200,189,189,200,141.055679371288,46.7055639249808,189,189,189,1340.00922981536,2861.47125049458,22.6589142956808
0,200,190,190,200,141.820099434335,47.2118987074711,190,190,190,1456.57294632331,2867.94981458882,22.6424795294777
0,200,191,191,200,142.584350394314,47.7195757887127,191,191,191,1582.08541134388,2874.38935538911,22.6256408093093
0,200,192,192,200,143.348429176248,48.2285884221606,192,192,192,1717.11931718763,2880.79060436644,22.6083936421544
0,200,193,193,200,144.112331479292,48.7389246236201,193,193,193,1862.27145515926,2887.15435075275,22.5907337565372
0,200,194,194,200,144.876054579485,49.2505758236342,194,194,194,2018.16223189137,2893.48147245669,22.5726569775417
0,200,195,195,200,145.639597612057,49.763532708026,195,195,195,2185.43497297955,2899.77286352372,22.5541593620875
0,200,11,11,35.2625904516659,2.99861515132806,0,11,11,11,22.1002323600013,2475.82380219769,11179.6109730268
0,200,12,12,36.9210835502533,3.68128414190124,0,12,12,12,22.0983997909125,2475.82342331833,9860.13103329758
0,200,13,13,38.5598311924301,4.37090387948055,0,13,13,13,22.096191087798,2475.82298303813,8750.24205913147
0,200,14,14,40.1803484040146,5.06714097832559,0,14,14,14,22.093528241216,2475.82240912069,7804.29335772854
0,200,15,15,41.7840001858152,5.76968201034319,0,15,15,15,22.0903190587055,2475.82161579113,6988.81894679569
0,200,196,196,200,146.402958296077,50.2777880645,196,196,196,2364.75499214634,2906.02939835324,22.5352370695168
0,200,197,197,200,147.166135486013,50.7933327910147,197,197,197,2556.80840989694,2912.25199847886,22.5158863866855
0,200,198,198,200,147.929127853743,51.3101582031786,198,198,198,2762.30070631252,2918.44165273702,22.496104037424
0,200,199,199,200,148.691935136936,51.8282549426318,199,199,199,2981.95499406381,2924.59931343235,22.4758867606824
0,200,200,200,200,149.454557140245,52.347613512137,200,200,200,3216.51,2930.72595907004,22.4552317354288
0,200,16,16,43.3719798881051,6.47823265250036,0,16,16,16,22.086455098344,2475.82053155547,6278.81911734349
0,200,17,17,44.9453344763806,7.19251632831314,0,17,17,17,22.0818123770512,2475.81897774664,5655.32936049154
0,200,18,18,46.5050004785859,7.91227268368037,0,18,18,18,22.0762513132592,2475.81685753583,5103.77309998354
0,200,19,19,48.0517964935153,8.63725705113556,0,19,19,19,22.0696179613878,2475.81399230729,4612.81076769528
0,200,20,20,49.5864174158223,9.36723903840538,0,20,20,20,22.061748289345,2475.81018343673,4173.51643526204
0,200,21,21,51.1094946893933,10.1020014342981,0,21,21,21,22.0524727117072,2475.80516451912,3778.77882668476
0,200,22,22,52.6215674145724,10.8413391868919,0,22,22,22,22.0416196047948,2475.79872875146,3422.86061661213
0,200,23,23,54.123077182245,11.5850600624529,0,23,23,23,22.0290199938623,2475.79052313498,3101.07192747224
0,200,24,24,55.6144418658486,12.3329816254765,0,24,24,24,22.0145150810078,2475.78014046073,2809.52735523664
0,200,25,25,57.0960236302693,13.0849319671008,0,25,25,25,21.997953860889,2475.767109002,2544.96458740309
0,200,26,26,58.5681619821503,13.8407483273228,0,26,26,26,21.9791957201466,2475.75086407445,2304.60865260143
0,200,27,27,60.031136585001,14.6002766278146,0,27,27,27,21.9581135316514,2475.73073162843,2086.0700395584
0,200,28,28,61.4852494446523,15.363371250955,0,28,28,28,21.9345910519458,2475.7059107658,1887.26796781354
0,200,29,29,62.9307650037967,16.129893462315,0,29,29,29,21.9085223465457,2475.67544508294,1706.37233612599
0,200,30,30,64.3679489114725,16.8997114802361,0,30,30,30,21.879810547684,2475.6381995579,1541.75953199036
0,200,31,31,65.7969946021974,17.6726993355952,0,31,31,31,21.8483727290562,2475.59283171731,1391.97857268583
0,200,32,32,67.2181469939855,18.4487379690789,0,32,32,32,21.814137107611,2475.53774183377,1255.72479762246
0,200,33,33,68.6315996202137,19.2277120914664,0,33,33,33,21.7770433119252,2475.47104610834,1131.81933127065
0,200,34,34,70.0375630403285,20.0095114259111,0,34,34,34,21.737042590199,2475.39052226819,1019.19281701127
0,200,35,35,71.4361945284735,20.7940314808617,0,35,35,35,21.6941008949855,2475.29353537384,916.872248651043
0,200,36,36,72.8276934165196,21.5811687222146,0,36,36,36,21.6481968521957,2475.17700442798,823.970245269789
0,200,37,37,74.212264101318,22.3708241998127,0,37,37,37,21.5993192220006,2475.03730937886,739.676079850971
0,200,38,38,75.590115149949,23.1629006330074,0,38,38,38,21.5474657214943,2474.87021491503,663.248169607856
0,200,39,39,76.9614137735938,23.9573043319368,0,39,39,39,21.492640697132,2474.67073781397,594.007590000749
0,200,40,40,78.3263917271489,24.7539426207235,0,40,40,40,21.4348586621193,2474.43314316011,531.332435276835
0,200,41,41,79.6852687857619,25.5527222681914,0,41,41,41,21.3741365333921,2474.15077188818,474.652845769496
0,200,42,42,81.0382769792523,26.3535515264526,0,42,42,42,21.3104934953245,2473.81592665386,423.44660035065
0,200,43,43,82.385627105699,27.1563367476009,0,43,43,43,21.2439494964464,2473.41978248033,377.235136185799
0,200,44,44,83.7275324495789,27.9609858758446,0,44,44,44,21.1745267346214,2472.95220472576,335.57995139947
0,200,45,45,85.06420690121,28.7674013599067,0,45,45,45,21.1022489272334,2472.40191506686,298.079312904495
0,50,0,185,50,50,44.6938496507831,20.2963393525225,71.1478035762168,185,22.0592682905196,2394.20267804252,22.7207082247998
0,50,0,190,50,50,47.211899134029,20.2963393525225,71.1477981642865,190,22.0592682905196,2394.20267804134,22.6424795294777
0,50,0,195,50,50,49.763530114531,20.2963393525225,71.1477982520686,195,22.0592682905196,2394.20267804133,22.5541593620892
0,50,0,200,50,50,50,20.2963393525225,71.1477987757504,195.627471405084,22.0592682905196,2394.20267804135,22.5439266371194
0,55,0,5,24.7781926168894,0,0,5,5,5,22.1063122836999,3455.1618659966,30324.5149191909
0,55,0,10,33.5825998435425,1.39072682042048,0,10,8.59997996980762,10,22.1017544558311,2475.82513578438,12772.4226787975
0,55,0,15,41.7840001699465,3.44581670998415,0,15,11.6562525979389,15,22.0903190587055,2475.82355599108,6988.81894679569
0,55,0,20,49.5864173581327,5.72355502220899,0,20,14.9346095849912,20,22.061748289345,2475.82167312743,4173.51643526204
0,55,0,25,55,8.63536704426976,0,23.6353596677939,18.9974068596816,25,22.0203899325689,2475.81400087928,2544.96458740309
0,55,0,30,55,11.9087096080237,0,23.6353598930935,23.433433196772,30,22.0203899325689,2475.78631608889,1541.75953199036
0,55,0,35,55,15.8038635394927,0,23.6353607305503,28.57523526997,35,22.020389932569,2475.68914397711,916.872248651043
0,55,0,40,55,24.7539426222015,0,23.6353590254336,40,40,22.0203899325689,2474.43314316011,531.332435276835
0,55,0,45,55,28.7674012537284,0,23.6353596700145,45,45,22.0203899325689,2472.40191506686,298.079312904495
0,55,0,50,55,32.8223448161987,0,23.6353596683517,50,50,22.0203899325689,2467.91502644149,161.052054637355
0,55,0,55,55,36.9042606407472,0,23.6353596699967,55,55,22.0203899325689,2458.97643570291,84.1731621078991
0,55,0,60,55,40.9943099474401,0,23.6353596356102,60,60,22.0203899325689,2443.83197674259,44.3988187609052
0,55,0,65,55,45.0718462970065,0,23.6353596356102,65,65,22.0203899325689,2423.0062497473,27.1296982524273
0,55,0,70,55,49.1219587128412,0.090739273028344,23.6353596356102,70,70,22.0203899325689,2399.49594664723,23.1639040533671
0,55,0,75,55,53.1389115625724,1.28432320802649,23.6353596356102,75,74.9743672927641,22.0203899325689,2376.37846760271,23.1630913637863
0,55,0,80,55,55,2.57819041275186,23.6353596356102,77.3866520603036,80,22.0203899325689,2366.25525581119,23.1620328142543
0,55,0,85,55,55,3.90986368445649,23.6353596356102,77.3866520532431,84.8557012286316,22.0203899325689,2366.25525581119,23.1607227153721
0,55,0,90,55,55,5.40515787414848,23.6353596356102,77.3866520530491,90,22.0203899325689,2366.25525581119,23.1589455205761
0,55,0,95,55,55,6.93859885116483,23.6353596356102,77.3866519672831,95,22.0203899325689,2366.25525581119,23.1567353794528
0,55,0,100,55,55,8.54770627982738,23.6353596356102,77.3866520593979,100,22.0203899325689,2366.25525581119,23.1539293991249
0,55,0,105,55,55,10.2291905130028,23.6353596356102,77.3866520533488,105,22.0203899325689,2366.25525581119,23.1503823713173
0,55,0,110,55,55,11.979780058008,23.6353596356102,77.3866520550943,110,22.0203899325689,2366.25525581119,23.1459200468982
0,55,0,115,55,55,13.7962846962304,23.6353596356102,77.3866520533183,115,22.0203899325689,2366.25525581119,23.1403351886702
0,55,0,120,55,55,15.6756260575802,23.6353596356102,77.3866520496477,120,22.0203899325689,2366.25525581119,23.1333832205277
0,55,0,125,55,55,17.6148523091918,23.6353596356102,77.3866517355098,125,22.0203899325689,2366.25525581119,23.124779887915
0,55,0,130,55,55,19.6111781131166,23.6353596356102,77.3866517691181,130,22.0203899325689,2366.25525581119,23.114195005764
0,55,0,135,55,55,21.6619541423829,23.6353596356102,77.38665183474,135,22.0203899325689,2366.25525581119,23.1012510827842
0,55,0,140,55,55,23.7647110393747,23.6353596356102,77.3866520253002,140,22.0203899325689,2366.25525581119,23.0855164433974
0,55,0,145,55,55,25.9171273095307,23.6353596356102,77.3866521449327,145,22.0203899325689,2366.25525581119,23.0665051986631
0,55,0,150,55,55,28.1170400683479,23.6353596356102,77.3866520536018,150,22.0203899325689,2366.25525581119,23.0436729399793
0,55,0,155,55,55,30.3624336717707,23.6353596356102,77.3866520595648,155,22.0203899325689,2366.25525581119,23.0164191207859
0,55,0,160,55,55,32.6514421993726,23.6353596356102,77.3866523873041,160,22.0203899325689,2366.25525581119,22.9840876178061
0,55,0,165,55,55,34.9823183668655,23.6353596356102,77.3866518634935,165,22.0203899325689,2366.25525581119,22.9459753924519
0,55,0,170,55,55,37.3534543069018,23.6353596356102,77.3866519687225,170,22.0203899325689,2366.25525581119,22.9013413867653
0,55,0,175,55,55,39.7633440766425,23.6353596356102,77.3866520539779,175,22.0203899325689,2366.25525581119,22.849423852113
0,55,0,180,55,55,42.2105787143694,23.6353596356102,77.38665206354,180,22.0203899325689,2366.25525581119,22.7894596572313
0,5,0,185,5,5,5,0,13.9039676339531,88.636117144052,141.916384180061,2475.8224730922,23.1594613159355
0,5,0,190,5,5,5,0,13.9039676341306,88.6361171490487,141.916384180061,2475.8224730922,23.1594613159355
