beta,delta,c,est_pE1,est_pE2,est_pE3,est_pK1,est_pK2,est_pK3,sum_rss,convergence
4.05555555555556e-05,5,2,19.1044848160358,2.82252425000078,5.48584080908965,12.5300984901041,4.30789304447867,17.5897205738106,2340.97282687628,0
4.05555555555556e-05,5,3,25.4540761490464,0,6.71457714527741,17.2689800905103,0.500773085405716,19.6301646641535,2495.99655063858,0
4.05555555555556e-05,5,4,200,4.45208382747014,7.87528984453469,138.677327972527,6.2084239854866,21.5123086880622,2330.37206683159,0
4.05555555555556e-05,5,5,200,5.25863364293632,8.9878112314807,139.868587966098,7.13809787092785,23.284818875488,2327.69039479905,0
4.05555555555556e-05,5,6,200,0,10.0655006626789,140.886858481383,0.302134166649543,24.9788994034969,2501.08309459564,0
4.05555555555556e-05,5,7,200,6.84228908437357,11.1162270755841,141.797532226279,8.94794316595129,26.613047736721,2325.6311904209,0
4.05555555555556e-05,5,8,200,7.62246123942016,12.1452430356985,142.633299174463,9.8340748596554,28.199586617919,2325.5345962376,0
4.05555555555556e-05,5,9,200,8.39745266870042,13.1570876383126,143.411420707354,10.7117666616334,29.7486088288975,2325.75721745456,0
4.05555555555556e-05,5,10,200,9.1688614474984,54.4048921873237,144.142101565927,11.5833832587925,118.03932289661,2330.24591001991,0
4.05555555555556e-05,6,1,15.4562556567276,2.1902890408923,4.37266901950901,9.71309543566707,3.61485388126511,15.8694945608229,2349.46499395097,0
4.05555555555556e-05,6,2,19.5056301745051,3.0631377672208,5.76742852638975,12.8542127303661,4.6349186314111,18.2100818778808,2341.06999116575,0
4.05555555555556e-05,6,3,109.129495030085,0.0102868990541082,7.08579993906298,74.7693397433482,0.58846995026152,20.3572184153165,2496.08592230165,0
4.05555555555556e-05,6,4,200,4.85191343211338,8.34210525633357,139.061058703945,6.70243085040528,22.3581944038316,2329.81632753608,0
4.05555555555556e-05,6,5,200,5.7378868460265,9.55408890589075,140.366942112552,7.71479066096012,24.2566546178603,2327.08015373842,0
4.05555555555556e-05,6,6,200,6.61071508760018,49.3076904689323,141.505913015713,8.70586422209609,112.079605721065,2332.06759133264,0
4.05555555555556e-05,6,7,200,7.47130374849466,54.1706846887476,142.530483535369,9.67823847970039,121.212663790644,2330.76399278901,0
4.05555555555556e-05,6,8,200,8.32200169343652,60.8481646509968,143.466052953239,10.6358400501802,134.446270768089,2330.34570001767,0
4.05555555555556e-05,6,9,200,9.16520670131905,68.9168483872573,144.327497857932,11.5822954628049,150.719996233871,2330.44999989042,0
4.05555555555556e-05,6,10,200,10.0029937088739,77.674557957295,145.125575449245,12.5205910238212,168.401053575291,2330.84532352052,0
4.05555555555556e-05,7,1,15.894437591334,0,4.57620525390821,10.030301613033,0.805094161694845,16.4161912257275,2497.10520850236,0
4.05555555555556e-05,7,2,19.9800359043341,3.30602257362489,6.0540368899682,13.2280750216296,4.96477564750541,18.8463547275168,2341.11797736484,0
4.05555555555556e-05,7,3,154.60735020106,4.27769437231471,82.8037432087642,106.371686052186,6.08300862031045,199.246156540469,2347.78877728142,0
4.05555555555556e-05,7,4,200,5.25348216012241,75.8137229824854,139.462609398278,7.19765411209808,178.338777053232,2339.31170858587,0
4.05555555555556e-05,7,5,200,6.21815651270696,69.6615374651462,140.882458845717,8.29137188195024,160.561108683625,2334.26636597055,0
4.05555555555556e-05,7,6,200,7.16648347309249,69.5870798105657,142.135054892451,9.35966513188078,157.502339784929,2331.63498309182,0
4.05555555555556e-05,7,7,200,8.09932843999839,73.8866696967964,143.261607572933,10.4052631810534,164.707956905858,2330.60231467246,0
4.05555555555556e-05,7,8,200,1.41029175127753,81.2931609149713,144.282879031968,2.30581068866864,178.982720389048,2499.40153135745,0
4.05555555555556e-05,7,9,200,9.92998215733842,91.7180650796734,145.213444707607,12.446640468493,199.934273339863,2331.07865951656,0
4.05555555555556e-05,7,10,200,10.8333596896818,92.7999560571627,146.065774621515,13.4504690950321,200,2331.90699190765,0
4.05555555555556e-05,8,1,16.3635953940721,0,4.78384878703441,10.368052595539,0.884576304823252,16.9778408096362,2497.14509809518,0
4.05555555555556e-05,8,2,20.5075222276804,3.55052475658196,81.0073726112934,13.6380478147883,5.29671977371853,200,2360.89310149005,0
4.05555555555556e-05,8,3,195.240791054046,4.60021882491512,83.563074210154,134.79266312278,6.49580068481663,200,2347.70563115266,0
4.05555555555556e-05,8,4,200,5.65563428163501,85.5867867294244,139.873892822136,7.69294699311903,200,2338.90096122752,0
4.05555555555556e-05,8,5,200,6.69811243757772,87.1632355401951,141.400108303324,8.86660617592359,199.673122048058,2333.77466704478,0
4.05555555555556e-05,8,6,200,7.72095779804598,88.7206556050789,142.753051162282,10.0106614279668,199.763828286962,2331.30648406916,0
4.05555555555556e-05,8,7,200,8.72507504416001,90.1265846836052,143.965967890987,11.1280775577431,199.835683460297,2330.60849037847,0
4.05555555555556e-05,8,8,200,9.71379458790711,91.4641139728544,145.057829879745,12.2242270690377,200,2331.00117058333,0
4.05555555555556e-05,8,9,200,10.6906810837713,92.6411305568409,146.044385589741,13.3042895506044,200,2332.01571897843,0
4.05555555555556e-05,8,10,200,11.6587669881988,93.7465597509031,146.940234492012,14.3724655639227,200,2333.34972355328,0
4.05555555555556e-05,9,1,16.857804267025,0,4.9951092625369,10.7224411194804,0.964901277477061,17.5526049493551,2497.17759156974,0
4.05555555555556e-05,9,2,21.0747295399036,3.79621062155467,81.38164519458,14.0750548655666,5.63026502777482,200,2361.10829349314,0
4.05555555555556e-05,9,3,200,4.92342946783265,84.0067721269557,138.414218669848,6.90928716538259,200,2347.58004509733,0
4.05555555555556e-05,9,4,200,6.05772962455529,86.1077534313635,140.287050232486,8.18775067053879,200,2338.50844157397,0
4.05555555555556e-05,9,5,200,0,87.9034860844996,141.908110695864,0.64845500058441,200,2503.13161235738,0
4.05555555555556e-05,9,6,200,8.27351286314784,89.495324184474,143.346031678536,10.6584970268713,200,2331.08273128063,0
4.05555555555556e-05,9,7,200,9.34798403931557,90.9370884443691,144.629696334868,11.8464884128734,200,2330.76795490269,0
4.05555555555556e-05,9,8,200,10.4044622679363,92.2623926950836,145.778504725897,13.0102137545173,200,2331.64276773908,0
4.05555555555556e-05,9,9,200,11.4470927005978,93.4941191173574,146.810166434803,14.1556088921257,200,2333.17842515577,0
4.05555555555556e-05,9,10,200,84.1748982667321,94.6485801599123,147.741373223246,105.687228468042,200,3158.32225810373,0
4.05555555555556e-05,10,1,17.3725694634442,0,5.20954086314497,11.0904910091828,1.04588760269049,18.1388581747427,2497.20420413167,0
4.05555555555556e-05,10,2,21.6726411819297,4.0427878557159,81.7576993441399,14.5329530608074,5.96508519787262,200,2361.25116852623,0
4.05555555555556e-05,10,3,200,5.24697685305197,84.4497199030925,138.738398858823,7.32313735675402,200,2347.42996046167,0
4.05555555555556e-05,10,4,200,0,86.6223967863619,140.695812230235,0.803664683630543,200,2505.32864914548,0
4.05555555555556e-05,10,5,200,7.65475685717838,88.487445619437,142.398917111685,10.0113762087426,200,2332.99233114232,0
4.05555555555556e-05,10,6,200,8.82393680715401,90.1434320701931,143.906984174257,11.3032177755743,200,2330.96519026298,0
4.05555555555556e-05,10,7,200,9.96807141299804,91.6441386358665,145.247545700974,12.5608763993615,200,2331.04585451488,0
4.05555555555556e-05,10,8,200,11.0916753154217,93.0236698584564,146.441865083119,13.791365223427,200,2332.40448282261,0
4.05555555555556e-05,10,9,200,89.9750586645341,94.3051936332344,147.509940635963,113.322385525614,200,3173.96149235851,0
4.05555555555556e-05,10,10,200,111.224630272435,95.5051722628774,148.470340621281,139.39782149445,200,3089.18600955933,0
5.04444444444445e-05,1,1,11.1895534301408,1.0651109265397,2.58516053015681,6.81138320984839,1.8700446554334,10.4807831166123,2345.4113922182,0
5.04444444444445e-05,1,2,15.9149809842587,1.47731527965258,3.37029306679893,10.1756073503029,2.38811005361918,11.9987707766697,2338.65011125371,0
5.04444444444445e-05,1,3,31.7350840563375,1.88351218064135,4.0660525117339,21.0136818827552,2.89089052623105,13.2869329598743,2334.54839091113,0
5.04444444444445e-05,1,4,199.81535470237,0.0202839771918218,80.3318504381847,136.560598229168,0.194227577757688,198.661226899477,2503.47779580962,0
5.04444444444445e-05,1,5,199.879488003308,2.67359664279079,81.8182886486881,137.433732831692,3.85331314597605,199.728920334408,2337.61213383785,0
5.04444444444445e-05,1,6,199.911564843254,136.799293379778,82.6076764922446,138.077967872026,187.38921131966,199.607105638133,4269.99286364453,104
5.04444444444445e-05,1,7,199.948589667311,3.45411388536691,83.5017976087243,138.607899876464,4.79215691505058,199.963816186635,2335.33568820714,104
5.04444444444445e-05,1,8,198.38197283143,146.713566781626,84.1789818940267,137.952562501906,199.960554243621,199.968149975853,4243.98185012708,0
5.04444444444445e-05,1,9,199.838983534628,147.080270291743,84.8074357223806,139.370127084171,199.968943960287,199.976926547761,4239.85192950752,0
5.04444444444445e-05,1,10,197.616102939575,4.63788493791954,85.3537220237488,138.190223106399,6.20315907670356,199.792117580547,2334.27351129082,0
5.04444444444445e-05,2,1,11.2166988353756,1.18322609479402,2.71472718739518,6.85373781249175,2.05132842531648,10.817190032165,2346.37899671041,0
5.04444444444445e-05,2,2,15.2727571358583,1.64929305890034,3.55935637830686,9.7989958462491,2.62645015010784,12.4030012260858,2339.30220826703,0
5.04444444444445e-05,2,3,25.4650785964298,2.11350290226608,4.3206042946498,16.9031988108599,3.19168020166264,13.7748665045354,2334.69387058351,0
5.04444444444445e-05,2,4,199.754676524403,2.5712358993246,5.01083944965074,136.786476913274,3.74297403147335,14.9812457265604,2331.8440692445,0
5.04444444444445e-05,2,5,200,3.02354862362105,5.6512476760186,137.834821684693,4.28331663953225,16.0763674844965,2330.10959691683,52
5.04444444444445e-05,2,6,200,3.47278486054406,6.26044811673803,138.508062626447,4.81674615465096,17.1028051111299,2329.01980217224,0
5.04444444444445e-05,2,7,200,3.92092213042091,83.4953235843232,139.064994128627,5.34640608547878,198.483299069583,2334.29029830897,0
5.04444444444445e-05,2,8,200,4.36945598651684,84.3037157831747,139.556915227405,5.87458748055788,198.632817075188,2333.61703478836,52
5.04444444444445e-05,2,9,200,4.81904627402252,8.01705425426731,140.012483005494,6.40237221158532,20.01646133777,2327.45029533475,0
5.04444444444445e-05,2,10,200,5.27032102811276,8.59941468833502,140.447971170731,6.93074696126733,20.9736822527853,2327.19985316356,0
5.04444444444445e-05,3,1,11.3432388883209,1.30543604901211,2.8490883303315,6.95910677017339,2.23811051128805,11.1748735975332,2347.1286234635,0
5.04444444444445e-05,3,2,15.0455788684864,1.82743543811098,3.75548542997326,9.6931489136499,2.87212822405374,12.8306778169646,2339.73318239471,0
5.04444444444445e-05,3,3,22.9800358125094,0,4.58538900618145,15.3197282521918,0.293080481509572,14.2895302840613,2496.02088342263,0
5.04444444444445e-05,3,4,199.692584600591,2.87212582112439,5.3505622390964,137.021435047576,4.12008209823108,15.5965932683908,2331.32872505262,0
5.04444444444445e-05,3,5,200,3.386614218741,6.06984881415721,138.17777961086,4.72670184812339,16.8000045432977,2329.29856992639,0
5.04444444444445e-05,3,6,200,3.8967204855978,6.7590060356675,138.922934468372,5.32450497392624,17.9360567575205,2328.0691369455,0
5.04444444444445e-05,3,7,200,0,7.42937354703864,139.556449710932,0.120758155697516,19.0294907233364,2524.89522186346,0
5.04444444444445e-05,3,8,200,4.90994703993928,8.08869886774279,140.127362938799,6.50417431288435,20.0966218433194,2326.89089465385,0
5.04444444444445e-05,3,9,200,5.4154143240089,8.74221041003441,140.66256991296,7.08980814627899,21.1481649997035,2326.65251182905,0
5.04444444444445e-05,3,10,200,5.92110942588155,9.39347715110468,141.176300485908,7.6742239881275,22.1912649800213,2326.54642719711,0
5.04444444444445e-05,4,1,11.5435907497844,1.43088326940749,2.98819686260967,7.11175256728598,2.42931065068342,11.5523709133455,2347.69452066584,0
5.04444444444445e-05,4,2,15.0655091678443,2.01025643466983,3.95804177513504,9.74993450170587,3.12338815082085,13.2792526235248,2340.00266306753,0
5.04444444444445e-05,4,3,22.019672156148,0,4.85848845765238,14.7545874237501,0.346448296996106,14.8260267835398,2496.09523466243,0
5.04444444444445e-05,4,4,200,0,5.70085602413672,137.531619174904,0.293010401066128,16.2349300692654,2495.64686868711,0
5.04444444444445e-05,4,5,200,3.758375979708,6.50175536024789,138.557761761369,5.17843557420892,17.5484660616804,2328.53579596186,0
5.04444444444445e-05,4,6,200,4.33002924912473,7.27382275484273,139.397655726335,5.84070659096647,18.7963755346044,2327.3034931443,0
5.04444444444445e-05,4,7,200,4.89683867910581,8.02557921851966,140.132108973797,6.49423299681468,19.9980254586484,2326.6958818496,0
5.04444444444445e-05,4,8,200,5.46024164266065,8.76291102395152,140.804203078364,7.14141066943831,21.1664575145,2326.47840395393,0
5.04444444444445e-05,4,9,200,6.02142512946312,9.49029805506358,141.436131684303,7.78412091766267,22.3112823080089,2326.50392524425,0
5.04444444444445e-05,4,10,200,6.58141380616711,10.2114017208617,142.039122097643,8.4239150827107,23.4400408463755,2326.68000469122,0
5.04444444444445e-05,5,1,11.8001326441145,0,3.13180793975674,7.300704317773,0.522641412765297,11.9478853591957,2497.10119284886,0
5.04444444444445e-05,5,2,15.2404090648106,0,4.16627254365663,9.90955029199891,0.461522539310946,13.7461268019144,2496.75137975801,0
5.04444444444445e-05,5,3,21.7460693540323,2.84560748424628,5.13788933011506,14.6494159496398,4.14039655017846,15.3796185893766,2334.2314524042,0
5.04444444444445e-05,5,4,200,3.4939247249003,6.05753620490873,137.852970432016,4.89443082521367,16.8878331910482,2330.21035946554,0
5.04444444444445e-05,5,5,200,4.13526487316049,6.93988367707639,138.978637798671,5.63456105598046,18.3084207933775,2327.9015879987,0
5.04444444444445e-05,5,6,200,4.76837119046887,7.79480500116617,139.931637240847,6.36060210026864,19.665477429204,2326.79627768773,0
5.04444444444445e-05,5,7,200,5.39429969434607,8.62815649605257,140.782138852215,7.07491760840019,20.9734069938529,2326.46483812258,0
5.04444444444445e-05,5,8,200,6.01468707773103,9.44396916933825,141.564422042106,7.78025744797748,22.2420393631197,2326.60742754469,0
5.04444444444445e-05,5,9,200,6.63109653276698,33.6524962376023,142.295338762772,8.47903394207887,74.6224274040175,2331.0129018761,0
5.04444444444445e-05,5,10,200,7.24479628871251,42.1905911573847,142.983896515654,9.1731296955595,93.0212034084216,2331.24778123976,0
5.04444444444445e-05,6,1,12.1001252510336,1.68890922921381,3.27957872866339,7.51791751816021,2.8217376454163,12.3595603457733,2348.4172568499,0
5.04444444444445e-05,6,2,15.517441402009,2.3853017018235,4.37940179078328,10.1373765973684,3.63726324090153,14.2288322851031,2340.24934360279,0
5.04444444444445e-05,6,3,115.542173122184,3.09731520711391,5.42183567227511,78.6543720262207,4.46482630750241,15.9463371236381,2334.00599209386,0
5.04444444444445e-05,6,4,200,3.81006365107547,6.41726554258755,138.198430668825,5.2863931411004,17.5488956284412,2329.72964231818,0
5.04444444444445e-05,6,5,200,4.51469195218908,7.37880967092703,139.434652071181,6.09232405072841,19.0702422786604,2327.4267784101,0
5.04444444444445e-05,6,6,200,5.20873155601492,37.775095724056,140.508364912761,6.88106308011097,87.3794473427345,2332.27186799451,0
5.04444444444445e-05,6,7,200,5.89307010905658,9.22764633143014,141.476318809915,7.65491780881161,21.9399283512316,2326.60932493367,0
5.04444444444445e-05,6,8,200,6.56971946982618,46.97519399261,142.36397412524,8.41720936564477,105.525718637889,2331.23955777426,0
5.04444444444445e-05,6,9,200,7.24057295186723,53.1804634766939,143.18434147754,9.17081423334549,118.197487883557,2331.60060961106,0
5.04444444444445e-05,6,10,200,7.90729772494809,59.8779432568684,143.946014375385,9.91813268136141,131.881933266642,2332.20869765114,0
5.04444444444445e-05,7,1,12.4341687815799,0,3.43111253927832,7.75738929225722,0.647693198132881,12.7855573991124,2497.21599069975,0
5.04444444444445e-05,7,2,15.864660465158,0,4.5967232794798,10.4122824052203,0.583830940829168,14.7251936074937,2496.87580134631,0
5.04444444444445e-05,7,3,147.141777834965,0,60.6802854808079,100.556032372539,0.521690704321093,148.933753986252,2509.06427377677,0
5.04444444444445e-05,7,4,200,4.12762361146549,56.4164866805946,138.563414632541,5.67936611707835,135.208852067231,2338.6528093746,0
5.04444444444445e-05,7,5,200,4.89495506393694,52.816114178343,139.912842625616,6.55001854315736,123.924437117883,2334.15864287684,0
5.04444444444445e-05,7,6,200,5.6491443942744,53.2560573447613,141.103590438838,7.40018586081343,122.634661638262,2332.02754501717,0
5.04444444444445e-05,7,7,200,6.39113349782925,56.7794322314418,142.179416589479,8.23239461724054,128.709782798293,2331.42056223506,0
5.04444444444445e-05,7,8,200,7.12324465354099,62.5499065990817,143.159261349672,9.05044646782859,139.980735577591,2331.72742330373,0
5.04444444444445e-05,7,9,200,7.84787433042804,69.7913222772629,144.054582514448,9.85788444180698,154.53788548944,2332.53988617651,0
5.04444444444445e-05,7,10,200,8.56695227439773,77.7136088636104,144.875119801625,10.6574558326588,170.526603722187,2333.60394854634,0
5.04444444444445e-05,8,1,12.7952180078953,0,3.58597396281665,8.01456672329273,0.711644803914974,13.2241068998532,2497.25835578995,52
5.04444444444445e-05,8,2,16.2619311227609,2.7677250108275,65.4055628206083,10.7208482611976,4.16036346045851,164.588118294704,2359.27533170138,0
5.04444444444445e-05,8,3,173.158438157872,3.60514443382744,75.7589757431086,118.716919076608,5.11819126567097,184.449653125131,2346.51115382242,0
5.04444444444445e-05,8,4,200,4.44566138578335,67.9309339196142,138.940673188581,6.07240864829089,161.656528934984,2338.31038893236,0
5.04444444444445e-05,8,5,200,0,64.369815491075,140.398372860253,0.461068817835068,150.052597249331,2502.74881492763,52
5.04444444444445e-05,8,6,200,6.08859796028931,65.7297290873699,141.694713724391,7.91715330645135,150.480320308411,2331.87236329765,0
5.04444444444445e-05,8,7,200,6.88746745735632,70.570002063191,142.863245731132,8.80661110677935,159.138307931924,2331.64461259308,0
5.04444444444445e-05,8,8,200,7.674314373535,77.8927421903704,143.919447735962,9.67940498713275,173.476245821384,2332.41948424019,0
5.04444444444445e-05,8,9,200,8.45203788386132,86.7410901716815,144.875179493266,10.5397413339514,191.180421098028,2333.73516224209,0
5.04444444444445e-05,8,10,200,9.22299639928171,91.6706600069318,145.742138095715,11.3908981569514,200,2335.3068953039,0
5.04444444444445e-05,9,1,13.1779809708008,0,3.743758859617,8.2860093879233,0.776273730977151,13.6736326396415,2497.29309168836,0
5.04444444444445e-05,9,2,16.6961877594061,2.96053162719149,79.839539751891,11.0543163568804,4.42404974667871,199.281380181926,2359.46024176495,0
5.04444444444445e-05,9,3,198.793736015012,0,82.3870681539349,136.688686702879,0.646456197640302,199.414284879382,2509.2697719411,0
5.04444444444445e-05,9,4,200,4.76366557835595,76.6085826804356,139.322604984865,6.46507357875572,181.16244029139,2337.96632302104,0
5.04444444444445e-05,9,5,200,5.65438632611856,74.2472113560456,140.878682099875,7.46200865425578,172.015006508151,2333.46474190068,0
5.04444444444445e-05,9,6,200,6.52668304003356,77.2031178594266,142.265665025536,8.43180038046724,175.733971660268,2331.79653810267,0
5.04444444444445e-05,9,7,200,7.38169897383303,83.8324324340852,143.51053274862,9.37750840408685,188.039073169666,2331.9760078393,0
5.04444444444445e-05,9,8,200,8.22272328642021,90.3080796943627,144.628001669219,10.3042901086703,200,2333.24504820104,0
5.04444444444445e-05,9,9,200,9.05305245881525,91.4431671756739,145.631573646716,11.2168694133272,200,2335.09955069373,0
5.04444444444445e-05,9,10,200,67.5034781703592,92.5030203849673,146.535156669086,85.0150742520984,200,3119.39541691436,0
5.04444444444445e-05,10,1,13.5783862917316,2.22171326490892,3.90408937294876,8.56904996652221,3.63167037765242,14.1327239158211,2348.95574616149,0
5.04444444444445e-05,10,2,17.1585659707933,0,80.468532475523,11.4067273729573,0.775176467104816,200,2516.26426342825,0
5.04444444444445e-05,10,3,198.644281361606,0,83.0284800487383,136.879146696977,0.710260509887317,200,2509.26270328791,0
5.04444444444445e-05,10,4,200,5.08134609948694,83.6439303236053,139.702789424227,6.85714421530834,196.661112100416,2337.63763922688,0
5.04444444444445e-05,10,5,200,6.03268138242287,83.0172359984759,141.345109501645,7.91567360162525,191.227538682336,2333.18586020205,0
5.04444444444445e-05,10,6,200,6.96314381289567,88.212873697997,142.807409178653,8.94405514238231,199.70454538239,2331.78248434182,0
5.04444444444445e-05,10,7,200,7.8738127558073,89.7330115099233,144.113471902083,9.94535975736751,200,2332.3797985106,0
5.04444444444445e-05,10,8,200,8.76866728059414,91.0081911408963,145.279191323755,10.9256673868097,200,2334.16130594145,0
5.04444444444445e-05,10,9,200,71.6379935000441,92.1881753469609,146.320374853582,90.4973980072164,200,3134.26645059528,0
5.04444444444445e-05,10,10,200,88.2522618177922,93.2878412728637,147.253084304134,110.912106673133,200,3052.17804565943,0
6.03333333333333e-05,1,1,9.28001871681444,0,2.04614801833829,5.59913843904128,0.245563159120694,8.55188640289385,2496.81290602093,52
6.03333333333333e-05,1,2,13.8125004391667,0.0355666037122586,2.69317209813,8.77389497568834,0.263204947919655,9.82262682225833,2496.41561733657,0
6.03333333333333e-05,1,3,41.4844837529687,1.53461161214923,3.26781328623101,27.4228492682815,2.36850838710688,10.9012384685579,2334.21895947372,0
6.03333333333333e-05,1,4,199.838627359872,1.86366139406469,79.5309733272416,136.029556913073,2.77193562718882,198.804709748334,2339.71463820138,104
6.03333333333333e-05,1,5,199.894227631378,2.18816276484049,80.9818535385952,136.86547731375,3.16637336728369,199.925227050125,2337.23817498813,104
6.03333333333333e-05,1,6,199.932253554016,2.51091098292994,81.7417193762598,137.487720363646,3.5562573362487,199.845213446818,2335.87801478165,104
6.03333333333333e-05,1,7,199.947920996789,2.83389152822799,82.4812283006262,137.97497308707,3.94458727738659,199.971782243576,2335.10106596681,52
6.03333333333333e-05,1,8,199.9661041216,3.158258292099,83.0622744909264,138.39552166679,4.33309488004299,199.847322194372,2334.63743606767,52
6.03333333333333e-05,1,9,199.98095499266,146.025105042687,83.70567287622,138.774719549747,199.303432324767,199.987937869347,4213.82903799289,52
6.03333333333333e-05,1,10,198.414444284642,146.833682005755,67.9436018528323,138.033470140394,199.967838369065,161.474132951108,4212.72246400366,0
6.03333333333333e-05,2,1,9.25758521529037,0.953181117134184,2.14566890491339,5.60495782109289,1.6700649428967,8.8195848086662,2345.69142614419,0
6.03333333333333e-05,2,2,13.015338709667,1.3392744676237,2.84119439951989,8.29318772619383,2.14780793647303,10.1447215271216,2338.773910177,0
6.03333333333333e-05,2,3,199.681253540414,1.72370649826968,3.46968427615642,134.953496134667,2.61697270497295,11.292081049799,2334.37495738706,52
6.03333333333333e-05,2,4,199.779871160665,2.10265642059182,4.03983500402535,136.228589892611,3.07427752835056,12.2999596185696,2331.67069851868,0
6.03333333333333e-05,2,5,200,2.47706270758642,4.56837016201768,137.22803287643,3.52234194389834,13.212842976204,2330.09508455919,52
6.03333333333333e-05,2,6,199.90486750846,2.84895305121695,82.3049436152984,137.80070178334,3.96466157287866,199.927195426834,2335.19062062781,104
6.03333333333333e-05,2,7,200,3.21994476995458,5.55754198287899,138.39025541465,4.40382656075203,14.8857609359911,2328.52309570683,0
6.03333333333333e-05,2,8,200,3.59122448498995,6.03756644023523,138.847069278062,4.8416820739929,15.6876583291189,2328.11703341442,0
6.03333333333333e-05,2,9,200,3.96354168404641,6.51549739773323,139.267621544951,5.27937717522111,16.4821348932664,2327.84378188149,0
6.03333333333333e-05,2,10,200,4.33714450293326,6.99438747387745,139.668563710345,5.71743110867225,17.2751895840601,2327.66130623266,0
6.03333333333333e-05,3,1,9.33119285282409,1.05228064932156,2.24940628645099,5.67104801107427,1.82327600105176,9.10640270602734,2346.39772469666,0
6.03333333333333e-05,3,2,12.6845136329882,0,2.99545456450943,8.11390486312148,0.289900508407437,10.4880304013967,2496.76785527934,0
6.03333333333333e-05,3,3,23.9397119259928,1.91988242106476,3.68044590432749,15.8778972455013,2.87328875110638,11.7068960800369,2334.29142158824,0
6.03333333333333e-05,3,4,200,2.35073833993747,4.31282006209316,136.63229011516,3.3862226496441,12.7989526115115,2331.20261893629,0
6.03333333333333e-05,3,5,200,2.77680377660056,4.90710403571026,137.538579314534,3.88932469240465,13.8029600871519,2329.38650292573,0
6.03333333333333e-05,3,6,200,3.19922178630889,5.47611859112217,138.243601488474,4.3850364806941,14.749288781287,2328.34098409746,0
6.03333333333333e-05,3,7,200,3.61936388050224,6.02906841658727,138.836105532523,4.87573223042628,15.6585659336074,2327.75396704562,0
6.03333333333333e-05,3,8,200,4.03834676951239,6.57252054554714,139.366441010999,5.36323393071444,16.5449093761024,2327.44755544303,0
6.03333333333333e-05,3,9,200,4.45700945203994,7.11095727194815,139.862267781884,5.84887476510064,17.417672349568,2327.31885417171,0
6.03333333333333e-05,3,10,200,4.87595919395041,7.64747571516609,140.338212514481,6.33361259012761,18.283151186942,2327.30597524182,0
6.03333333333333e-05,4,1,9.47474415898407,0,2.35724422792917,5.78147936533351,0.386602457353474,9.4108019721551,2497.13897668333,0
6.03333333333333e-05,4,2,12.6169967756548,1.63481731222896,3.15535156466286,8.10606287541512,2.55735234889318,10.850109598436,2339.42498972804,0
6.03333333333333e-05,4,3,21.8727095912373,2.12117794995251,3.89840235666324,14.5745165888622,3.13518350770874,12.1412000646657,2334.12811483186,0
6.03333333333333e-05,4,4,200,2.60511018020189,4.59463870157036,136.901490069857,3.70456056965848,13.3178481831711,2330.69217659861,0
6.03333333333333e-05,4,5,200,3.08372833082995,5.25692539405084,137.883662450433,4.26316383513,14.4143890813435,2328.74054192346,0
6.03333333333333e-05,4,6,200,3.55723539129559,5.89521870128195,138.677083436189,4.81233822183855,15.4550859165129,2327.74558581327,0
6.03333333333333e-05,4,7,200,4.02674650983017,6.51634495925367,139.365676611042,5.35424623989587,16.4559459649286,2327.33857902031,0
6.03333333333333e-05,4,8,200,4.49349578028415,7.12518007239731,139.994308097806,5.89094137337916,17.4280450321671,2327.28819166469,0
6.03333333333333e-05,4,9,200,4.9584716267832,7.72553971812054,140.585883585119,6.42399410301001,18.3797204501169,2327.45253026531,0
6.03333333333333e-05,4,10,200,5.42255412887667,8.32058531195159,141.151665867538,6.95473463483628,19.3175923637441,2327.74430535161,0
6.03333333333333e-05,5,1,9.6705333679028,0,2.46893668826313,5.92531418523901,0.43725639469671,9.73108228272932,2497.21859670449,0
6.03333333333333e-05,5,2,12.7090580717761,1.78738345895324,3.32019071012025,8.20293726450752,2.76788640973056,11.228511854347,2339.57248539526,0
6.03333333333333e-05,5,3,88.1661746751212,2.32598490767364,4.12182775954355,59.4301197389537,3.40082873189037,12.5907800437843,2333.91730855043,0
6.03333333333333e-05,5,4,200,2.86347203041654,4.88196359912983,137.193571208483,4.02671469486759,13.8497571732515,2330.21110587542,0
6.03333333333333e-05,5,5,200,3.39487453454052,5.61192449590659,138.269159080459,4.64058365539145,15.0357821566603,2328.22756886177,0
6.03333333333333e-05,5,6,200,3.91938556915995,6.31935332070872,139.171487549824,5.24262599325378,16.1682870653685,2327.41013434854,0
6.03333333333333e-05,5,7,200,4.43798573539163,7.00878505287969,139.974683624072,5.83495835611038,17.2589303300593,2327.32127368636,0
6.03333333333333e-05,5,8,200,4.95206585875725,7.68345589577698,140.714602522027,6.41991627424453,18.3158828533597,2327.66404977092,0
6.03333333333333e-05,5,9,200,0.835945133396456,8.34641416226078,141.408034247207,1.36747740475853,19.346256559431,2495.21080748608,0
6.03333333333333e-05,5,10,200,5.97167946130927,34.1619552352381,142.063187488225,7.57538419581519,76.3588149364006,2332.25766437544,0
6.03333333333333e-05,6,1,9.90612991518616,1.3634278985056,2.58418036494208,6.09477868360518,2.30221839741662,10.0655420936339,2347.60793196725,0
6.03333333333333e-05,6,2,12.9034183682958,1.94202141653765,3.48927537439148,8.36738333710153,2.98096110557798,11.6209537077849,2339.65413567891,0
