beta_E, beta_K, delta_E, delta_K, c_E, c_K, est_pE1, est_pE2, est_pE3, est_pK1, est_pK2, est_pK3, sum_rss, convergence
5.44e-06, 2.7e-06, 6.1, 4, 2.4, 2.4, 126.925690480732, 46.9550497596376, 30.9027477756545, 149.252442440547, 109.296860489269, 200, 2333.30733929574, 0
5.44e-06, 2.7e-06, 6.1, 4, 2.4, 2.8, 147.927597049135, 39.8577295577564, 29.0699227104139, 187.276031837222, 98.7487117632315, 200, 2344.71343851089, 0
5.44e-06, 2.7e-06, 6.1, 4, 2.4, 3, 153.284416489454, 37.4592229984407, 28.1790007430674, 200, 95.7456298328, 200, 2351.86290613295, 0
5.44e-06, 2.7e-06, 6.1, 4, 2.4, 3.6, 143.908553853684, 32.6120528685474, 25.6063008701164, 200, 91.3984389906605, 200, 2373.55480454555, 0
5.44e-06, 2.7e-06, 6.1, 4, 2.8, 2.4, 114.363863865327, 63.5889036310458, 33.1066446883392, 125.252127935712, 138.248702090643, 200, 2344.22985542722, 0
5.44e-06, 2.7e-06, 6.1, 4, 2.8, 2.8, 130.143583959287, 52.0032333811786, 31.2309415694799, 154.089050160861, 119.557925124833, 200, 2331.37408239077, 0
5.44e-06, 2.7e-06, 6.1, 4, 2.8, 3, 139.102665322811, 47.9528059082792, 30.3186988642292, 170.617795255891, 113.441530022828, 200, 2333.52744445745, 0
5.44e-06, 2.7e-06, 6.1, 4, 2.8, 3.6, 149.871465915194, 39.6944474273286, 27.6825263152251, 200, 102.394710036183, 200, 2351.51494769766, 0
5.44e-06, 2.7e-06, 6.1, 4, 3, 2.4, 109.438440125155, 76.4954535917704, 34.210720811757, 115.709458139497, 161.415464061335, 200, 2369.04062822304, 0
5.44e-06, 2.7e-06, 6.1, 4, 3, 2.8, 123.871360913465, 59.4630998824276, 32.3136155809073, 141.903029711852, 132.308318292414, 200, 2335.9703571553, 0
5.44e-06, 2.7e-06, 6.1, 4, 3, 3, 131.741584058399, 54.4991533898395, 31.3907338491409, 156.48892662413, 124.602509443591, 200, 2331.3186555078, 0
5.44e-06, 2.7e-06, 6.1, 4, 3, 3.6, 153.301564437388, 44.1430793733842, 28.7228973138143, 200, 109.676151289481, 200, 2341.34213205536, 0
5.44e-06, 2.7e-06, 6.1, 4, 3.6, 2.4, 97.8129648445798, 102.3801980209, 37.5314198921141, 93.245878156678, 200, 200, 2548.73965982552, 0
5.44e-06, 2.7e-06, 6.1, 4, 3.6, 2.8, 110.042936988793, 94.0520902435822, 35.5702522583508, 114.370915414454, 192.397333086641, 200, 2425.63217949619, 0
5.44e-06, 2.7e-06, 6.1, 4, 3.6, 3, 116.310752227123, 84.3015087811135, 34.6155305376268, 125.697825740054, 176.544141059393, 200, 2387.37700900749, 0
5.44e-06, 2.7e-06, 6.1, 4, 3.6, 3.6, 136.536065595417, 61.8963690932175, 31.8529581588755, 163.680161730056, 139.45631587323, 200, 2334.82903491002, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 2.4, 2.4, 103.497415416692, 77.3647966162902, 35.9050936364519, 103.152610109084, 158.011292778993, 200, 2352.90604779208, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 2.4, 2.8, 115.053097241993, 56.9860134882564, 34.0148025837218, 123.918274871196, 122.764195566309, 200, 2333.54525602466, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 2.4, 3, 121.172681622718, 51.6803007128296, 33.0941444918829, 135.177737694444, 114.468662505598, 200, 2332.22598771207, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 2.4, 3.6, 142.371924031408, 41.0676442228634, 30.4284331538436, 174.500189688292, 99.0767899121826, 200, 2344.56592808918, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 2.8, 2.4, 94.841675092813, 103.7273010628, 38.2202423183163, 87.4662649740948, 200, 200, 2454.97905036727, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 2.8, 2.8, 105.192064388179, 89.3928293693578, 36.2889157515829, 105.372236285453, 180.604070323008, 200, 2377.00028776136, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 2.8, 3, 110.38999482519, 75.99955971844, 35.3478658916361, 114.787151499455, 157.334804490792, 200, 2356.41528446765, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 2.8, 3.6, 126.883162564538, 54.8730993486224, 32.6214765141591, 145.734690674891, 122.611176478812, 200, 2331.45781966667, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 3, 2.4, 91.1550682699066, 101.901756319094, 39.3798476702141, 80.9080778252994, 191.524812399895, 200, 2544.10498773868, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 3, 2.8, 101.118216242591, 101.037839394716, 37.4280266097389, 97.7208773849207, 198.550763518511, 200, 2429.65043016953, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 3, 3, 106.06942770849, 93.4260905920072, 36.476796095757, 106.521181727958, 187.834302326211, 200, 2393.10570834069, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 3, 3.6, 121.293126735608, 63.3967796491905, 33.7201214950497, 134.920036157465, 137.016263703373, 200, 2339.1778022984, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 3.6, 2.4, 83.4425988496203, 8.67715816098059, 42.8667993796837, 66.3825512422958, 13.9887055411693, 200, 2507.72362687023, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 3.6, 2.8, 91.3550771868653, 11.0656882009673, 40.8535902858652, 79.4894320819862, 20.2387737103542, 200, 2506.91350152338, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 3.6, 3, 95.6789831271377, 13.7439269808792, 39.871871027019, 86.7513799521489, 26.1690781484295, 200, 2506.46225946416, 0
5.44e-06, 2.7e-06, 6.1, 2.6, 3.6, 3.6, 108.850850712263, 97.9038491376778, 37.0245401023934, 110.162301305468, 194.404706355433, 200, 2454.12333648288, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 2.4, 2.4, 134.016065121845, 43.8166724280796, 29.7403893819599, 163.495003922659, 105.307900909869, 200, 2336.1776791498, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 2.4, 2.8, 152.832944783052, 37.7705605870573, 27.9227800030856, 200, 96.7546388002266, 200, 2349.93041148521, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 2.4, 3, 149.193969634721, 35.7231547278668, 27.0397071229666, 200, 94.4526594934544, 200, 2357.7231073608, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 2.4, 3.6, 140.640459652591, 31.4024308413334, 24.4914304200083, 200, 91.1608729416007, 200, 2379.55427484224, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 2.8, 2.4, 119.774662402279, 57.877518730144, 31.9172066431119, 136.274673826731, 129.644428124526, 200, 2336.41545542424, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 2.8, 2.8, 137.754663459686, 48.369653433589, 30.0562565471958, 169.276033337206, 114.770661668079, 200, 2332.75800660477, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 2.8, 3, 148.438821527462, 44.8002526045322, 29.1516317773528, 188.898220007412, 109.474657829858, 200, 2337.4458106155, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 2.8, 3.6, 145.986194922804, 37.8144212451742, 26.5391941023645, 200, 100.91383945435, 200, 2358.47274628035, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 3, 2.4, 114.362688754922, 67.7288175541367, 33.0077719615164, 125.695689985822, 147.081199253658, 200, 2352.75537501719, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 3, 2.8, 130.492241125247, 54.8661383880746, 31.1251918622931, 155.239419668794, 125.870700822069, 200, 2331.82781669817, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 3, 3, 139.598389997465, 50.6342034566532, 30.2098137018254, 172.126776801671, 119.455878434193, 200, 2331.60874218912, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 3, 3.6, 149.035220995522, 41.6792900586234, 27.5653708289381, 200, 107.070007070583, 200, 2347.76957009245, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 3.6, 2.4, 101.791085877724, 99.7181730534006, 36.2880392606063, 101.04382132078, 200, 200, 2494.50543292269, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 3.6, 2.8, 115.085961129253, 84.1357402921617, 34.3407211917596, 124.425679478097, 176.944589228457, 200, 2392.06990715589, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 3.6, 3, 121.981027718644, 74.8163919221424, 33.3931651928952, 137.064561009721, 161.22657132229, 200, 2363.46198347083, 0
5.44e-06, 2.7e-06, 6.1, 4.35, 3.6, 3.6, 145.07780347433, 57.3206171166484, 30.6529787488112, 180.594941109354, 133.202105200589, 200, 2330.64339613314, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 2.4, 2.4, 142.236720197011, 35.1091338071257, 24.4216983815784, 200, 98.1883726719907, 200, 2355.91204767163, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 2.4, 2.8, 136.227689068842, 31.7596761381959, 22.6842039714722, 200, 95.088463730853, 200, 2374.38916582671, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 2.4, 3, 133.761390576377, 30.4593243142194, 21.8422682806731, 200, 94.3190660509347, 200, 2382.38052876898, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 2.4, 3.6, 127.516566756456, 27.6807730697039, 19.4214066837865, 200, 94.5074600570379, 200, 2399.18813839695, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 2.8, 2.4, 149.010965737286, 43.4744508547284, 26.4675645039915, 200, 112.41803798211, 200, 2336.79503184133, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 2.8, 2.8, 141.471818175396, 38.0632825031264, 24.6844751646404, 200, 104.971279194343, 200, 2353.37045253062, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 2.8, 3, 138.47804663466, 36.1977855637169, 23.8198703585277, 200, 103.053042264653, 200, 2362.52549080211, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 2.8, 3.6, 131.336838794045, 32.1595595442998, 21.3315462099242, 200, 100.555293195915, 200, 2386.24065006197, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 3, 2.4, 143.009072517605, 48.5971903116339, 27.4928116885697, 186.313166938833, 121.346008758216, 200, 2331.71684845279, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 3, 2.8, 144.445187613834, 41.9180640594042, 25.6869771414949, 200, 111.361935647961, 200, 2343.5160932897, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 3, 3, 141.11970375081, 39.5486940817387, 24.8110645365071, 200, 108.377438551869, 200, 2352.17759203862, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 3, 3.6, 133.365796912606, 34.750939435936, 22.2890932553264, 200, 104.341961410351, 200, 2377.76887319017, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 3.6, 2.4, 123.360339112666, 68.9072908117454, 30.5776730306161, 146.33797227546, 157.089593104529, 200, 2359.02546399363, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 3.6, 2.8, 144.065612494909, 56.7702972513794, 28.7037988703822, 185.224025806634, 136.7474798646, 200, 2332.34996714833, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 3.6, 3, 150.395203972662, 52.783295963062, 27.7940656948168, 200, 130.717609393923, 200, 2330.80551160956, 0
5.44e-06, 2.7e-06, 6.1, 6.1, 3.6, 3.6, 140.172202587328, 44.0280857261052, 25.1714651694424, 200, 118.630375114709, 200, 2348.93523658641, 0
5.44e-06, 8.8e-07, 4, 4, 2.4, 2.4, 55.2300260927926, 22.305085436985, 0, 200, 200, 200, 2459.91713823349, 0
5.44e-06, 8.8e-07, 4, 4, 2.4, 2.8, 52.8544169695885, 20.6971044499971, 0, 200, 200, 200, 2494.10417062197, 0
5.44e-06, 8.8e-07, 4, 4, 2.4, 3, 51.6963188223522, 19.9230423298194, 0, 200, 200, 200, 2516.78506826964, 0
5.44e-06, 8.8e-07, 4, 4, 2.4, 3.6, 48.3054166911885, 17.7075402593124, 0, 200, 200, 200, 2609.70887381175, 0
5.44e-06, 8.8e-07, 4, 4, 2.8, 2.4, 57.5962639444737, 24.095741569962, 0, 200, 200, 200, 2458.33534777217, 0
5.44e-06, 8.8e-07, 4, 4, 2.8, 2.8, 55.1619044882255, 22.4285665741955, 0, 200, 200, 200, 2474.00002694208, 0
5.44e-06, 8.8e-07, 4, 4, 2.8, 3, 53.9877313343124, 21.6265998454319, 0, 200, 200, 200, 2485.70357972515, 0
5.44e-06, 8.8e-07, 4, 4, 2.8, 3.6, 50.5622961198156, 19.333789381098, 0, 200, 200, 200, 2536.84907216382, 0
5.44e-06, 8.8e-07, 4, 4, 3, 2.4, 58.7956855591662, 24.9922070755946, 0, 200, 200, 195.093281153195, 2463.8293884198, 0
5.44e-06, 8.8e-07, 4, 4, 3, 2.8, 56.3209596365939, 23.2961457613084, 0, 200, 200, 200, 2473.0646230179, 0
5.44e-06, 8.8e-07, 4, 4, 3, 3, 55.1361619821213, 22.4804648531249, 0, 200, 200, 200, 2480.80487044594, 0
5.44e-06, 8.8e-07, 4, 4, 3, 3.6, 51.6909338088135, 20.1493902736521, 0, 200, 200, 200, 2516.91402959227, 0
5.44e-06, 8.8e-07, 4, 4, 3.6, 2.4, 62.4843154828156, 27.6865538795259, 0, 200, 200, 167.215232270762, 2482.24168316445, 0
5.44e-06, 8.8e-07, 4, 4, 3.6, 2.8, 59.8334530975268, 25.9063440524949, 0, 200, 200, 178.845465716058, 2484.49358466798, 0
5.44e-06, 8.8e-07, 4, 4, 3.6, 3, 58.6022042909613, 25.0503723074773, 0, 200, 200, 184.674719135403, 2487.35379811791, 0
5.44e-06, 8.8e-07, 4, 4, 3.6, 3.6, 55.0807598992909, 22.6059222210209, 0, 200, 200, 200, 2498.18676568441, 0
5.44e-06, 8.8e-07, 4, 2.6, 2.4, 2.4, 60.6702387963705, 25.8852090525757, 0, 200, 200, 198.45832420478, 2427.0837678031, 0
5.44e-06, 8.8e-07, 4, 2.6, 2.4, 2.8, 58.1452014357369, 24.2262805699392, 0, 200, 200, 200, 2434.88458495396, 0
5.44e-06, 8.8e-07, 4, 2.6, 2.4, 3, 56.9695245646805, 23.4325023271325, 0, 200, 200, 200, 2442.70096718569, 0
5.44e-06, 8.8e-07, 4, 2.6, 2.4, 3.6, 53.6237089737478, 21.17535147732, 0, 200, 200, 200, 2481.97222290085, 0
5.44e-06, 8.8e-07, 4, 2.6, 2.8, 2.4, 63.34599081219, 27.8093817229346, 0, 200, 200, 179.861825926271, 2448.42501892496, 0
5.44e-06, 8.8e-07, 4, 2.6, 2.8, 2.8, 60.6079554599846, 26.0895278858097, 0, 200, 200, 190.938812010535, 2448.27110884023, 0
5.44e-06, 8.8e-07, 4, 2.6, 2.8, 3, 59.372330430731, 25.2659029490357, 0, 200, 200, 196.491084765843, 2450.80094517297, 0
5.44e-06, 8.8e-07, 4, 2.6, 2.8, 3.6, 55.9389865944898, 22.9240931844556, 0, 200, 200, 200, 2467.73592925493, 0
5.44e-06, 8.8e-07, 4, 2.6, 3, 2.4, 64.7471276993366, 28.7700811962526, 0, 200, 200, 170.904704244056, 2460.35110959121, 0
5.44e-06, 8.8e-07, 4, 2.6, 3, 2.8, 61.8725354629227, 27.0210672104368, -1.4210854715202e-14, 200, 200, 181.754471576275, 2456.7190744326, 0
5.44e-06, 8.8e-07, 4, 2.6, 3, 3, 60.5962291396799, 26.1830732855632, 0, 200, 200, 187.193371359222, 2457.98479550543, 0
5.44e-06, 8.8e-07, 4, 2.6, 3, 3.6, 57.1020287909605, 23.8001456706816, 0, 200, 200, 200, 2468.90440735032, 0
5.44e-06, 8.8e-07, 4, 2.6, 3.6, 2.4, 69.2298898816388, 31.6484710669234, 0, 200, 200, 145.396813392876, 2499.23601944876, 0
5.44e-06, 8.8e-07, 4, 2.6, 3.6, 2.8, 65.8352284125212, 29.8163783250306, 0, 200, 200, 155.565375225123, 2484.02640723576, 0
5.44e-06, 8.8e-07, 4, 2.6, 3.6, 3, 64.390595039493, 28.9371907734336, 0, 200, 200, 160.664416755027, 2480.92233539996, 0
5.44e-06, 8.8e-07, 4, 2.6, 3.6, 3.6, 60.6286679854354, 26.4351697969316, 0, 200, 200, 176.019272821039, 2482.36440612874, 0
5.44e-06, 8.8e-07, 4, 4.35, 2.4, 2.4, 54.0158304398107, 21.5007687924922, -1.4210854715202e-14, 200, 200, 200, 2475.60093198463, 52
5.44e-06, 8.8e-07, 4, 4.35, 2.4, 2.8, 51.6397640971168, 19.9003463621497, 0, 200, 200, 200, 2517.79570678363, 0
5.44e-06, 8.8e-07, 4, 4.35, 2.4, 3, 50.476157551644, 19.1290259727171, 0, 200, 200, 200, 2545.08201037996, 0
5.44e-06, 8.8e-07, 4, 4.35, 2.4, 3.6, 47.0642224389148, 16.9217009688205, 0, 200, 200, 200, 2655.08707674725, 0
5.44e-06, 8.8e-07, 4, 4.35, 2.8, 2.4, 56.3511085469981, 23.2615139924682, 0, 200, 200, 200, 2465.46190537105, 0
5.44e-06, 8.8e-07, 4, 4.35, 2.8, 2.8, 53.9306531091511, 21.6030880106724, 0, 200, 200, 200, 2486.39428908223, 0
5.44e-06, 8.8e-07, 4, 4.35, 2.8, 3, 52.753745251163, 20.8044983235749, 0, 200, 200, 200, 2500.98752651346, 0
5.44e-06, 8.8e-07, 4, 4.35, 2.8, 3.6, 49.3076480229668, 18.5211206130971, 0, 200, 200, 200, 2562.74409602282, 0
5.44e-06, 8.8e-07, 4, 4.35, 3, 2.4, 57.5297884122466, 24.1434162786949, 0, 200, 200, 200, 2468.17817119229, 0
5.44e-06, 8.8e-07, 4, 4.35, 3, 2.8, 55.079274009318, 22.4565497931989, 0, 200, 200, 200, 2481.38569508777, 0
5.44e-06, 8.8e-07, 4, 4.35, 3, 3, 53.8939994767523, 21.644501923542, 0, 200, 200, 200, 2491.41523485987, 0
5.44e-06, 8.8e-07, 4, 4.35, 3, 3.6, 50.4295511301357, 19.3233775008958, 0, 200, 200, 200, 2535.74177981688, 0
5.44e-06, 8.8e-07, 4, 4.35, 3.6, 2.4, 61.1300834776449, 26.7954560495459, -1.4210854715202e-14, 200, 200, 172.728478270266, 2483.48476128308, 0
5.44e-06, 8.8e-07, 4, 4.35, 3.6, 2.8, 58.5480770565603, 25.0252648307814, 0, 200, 200, 184.727654515045, 2487.81945607936, 0
5.44e-06, 8.8e-07, 4, 4.35, 3.6, 3, 57.3277538921357, 24.1734786988335, 0, 200, 200, 190.741221825103, 2491.18996983893, 0
5.44e-06, 8.8e-07, 4, 4.35, 3.6, 3.6, 53.7981440305148, 21.7401454028052, 0, 200, 200, 200, 2503.43067465984, 0
5.44e-06, 8.8e-07, 4, 6.1, 2.4, 2.4, 48.5064228204972, 17.9153425559596, 0, 200, 200, 200, 2600.25327256984, 0
5.44e-06, 8.8e-07, 4, 6.1, 2.4, 2.8, 46.0785169460354, 16.3438748814625, 0, 200, 200, 200, 2694.24808929082, 0
5.44e-06, 8.8e-07, 4, 6.1, 2.4, 3, 44.8829345525909, 15.5879564016488, 0, 200, 200, 200, 2752.67706250677, 0
5.44e-06, 8.8e-07, 4, 6.1, 2.4, 3.6, 41.3829093944384, 7.07745806378704, -1.4210854715202e-14, 200, 137.132886974168, 200, 2994.22501452172, 52
5.44e-06, 8.8e-07, 4, 6.1, 2.8, 2.4, 50.7588443551794, 19.5487548036408, 0, 200, 200, 200, 2532.0922858523, 0
5.44e-06, 8.8e-07, 4, 6.1, 2.8, 2.8, 48.3055480238919, 17.9236167994774, 0, 200, 200, 200, 2585.60876300315, 0
5.44e-06, 8.8e-07, 4, 6.1, 2.8, 3, 47.0967221103135, 17.1417904688094, 0, 200, 200, 200, 2619.86760012084, 0
5.44e-06, 8.8e-07, 4, 6.1, 2.8, 3.6, 43.5505038210213, 8.24957653532991, -1.4210854715202e-14, 200, 136.611762206194, 200, 2769.40334843202, 52
5.44e-06, 8.8e-07, 4, 6.1, 3, 2.4, 51.8866762336287, 20.3679118863929, 0, 200, 200, 200, 2513.86309348475, 0
5.44e-06, 8.8e-07, 4, 6.1, 3, 2.8, 49.4196644822463, 18.7160755793989, 0, 200, 200, 200, 2552.65488334679, 0
5.44e-06, 8.8e-07, 4, 6.1, 3, 3, 48.2042079945015, 17.9213394466998, 0, 200, 200, 200, 2578.0113952432, 0
5.44e-06, 8.8e-07, 4, 6.1, 3, 3.6, 44.6353621040614, 15.660229637408, 0, 200, 200, 200, 2686.07568872419, 0
5.44e-06, 8.8e-07, 4, 6.1, 3.6, 2.4, 55.2818534486214, 14.5861576641261, 0, 200, 134.527321187088, 200, 2516.3865748849, 0
5.44e-06, 8.8e-07, 4, 6.1, 3.6, 2.8, 52.7665639959028, 21.103601941451, 0, 200, 200, 200, 2508.83609073402, 0
5.44e-06, 8.8e-07, 4, 6.1, 3.6, 3, 51.5304130665932, 12.4547771908491, 0, 200, 134.685128988653, 200, 2527.47244643409, 0
5.44e-06, 8.8e-07, 4, 6.1, 3.6, 3.6, 47.8945516618068, 10.6038110830906, 0, 200, 135.575698478347, 200, 2561.77978087861, 0
5.44e-06, 8.8e-07, 2.6, 4, 2.4, 2.4, 49.8325519232705, 19.164443435032, 0, 200, 200, 200, 2447.47586542671, 0
5.44e-06, 8.8e-07, 2.6, 4, 2.4, 2.8, 47.5947546022046, 17.7336748232009, 0, 200, 200, 200, 2484.65690000458, 0
5.44e-06, 8.8e-07, 2.6, 4, 2.4, 3, 46.4961194988851, 17.0446959623972, 0, 200, 200, 200, 2508.75269115113, 0
5.44e-06, 8.8e-07, 2.6, 4, 2.4, 3.6, 43.2796367623716, 15.0725604792521, 0, 200, 200, 200, 2605.47671301029, 0
5.44e-06, 8.8e-07, 2.6, 4, 2.8, 2.4, 51.9563882243874, 20.7157168529666, 0, 200, 200, 200, 2442.59954810056, 0
5.44e-06, 8.8e-07, 2.6, 4, 2.8, 2.8, 49.6885028218823, 19.2273669878277, 0, 200, 200, 200, 2462.83990923, 0
5.44e-06, 8.8e-07, 2.6, 4, 2.8, 3, 48.577784420822, 18.5113673688722, 0, 200, 200, 200, 2476.44965092769, 0
5.44e-06, 8.8e-07, 2.6, 4, 2.8, 3.6, 45.3240738955781, 16.464398532462, 0, 200, 200, 200, 2532.16185318216, 0
5.44e-06, 8.8e-07, 2.6, 4, 3, 2.4, 53.0228892575056, 21.4929397813292, 0, 200, 200, 195.093296702348, 2446.47083132693, 0
5.44e-06, 8.8e-07, 2.6, 4, 3, 2.8, 50.7366309737878, 19.976336434427, 0, 200, 200, 200, 2461.05980640239, 0
5.44e-06, 8.8e-07, 2.6, 4, 3, 3, 49.6192759028017, 19.2470057674542, 0, 200, 200, 200, 2470.94988637884, 0
5.44e-06, 8.8e-07, 2.6, 4, 3, 3.6, 46.3467651550222, 17.1629149996835, 0, 200, 200, 200, 2512.00649294456, 0
5.44e-06, 8.8e-07, 2.6, 4, 3.6, 2.4, 56.2509248275639, 23.8311382984484, 0, 200, 200, 167.215244677032, 2460.14437911141, 0
5.44e-06, 8.8e-07, 2.6, 4, 3.6, 2.8, 53.8908525789877, 22.2317159839662, 0, 200, 200, 178.845477492166, 2470.01503229254, 0
5.44e-06, 8.8e-07, 2.6, 4, 3.6, 3, 52.7496457086784, 21.4630454611998, 0, 200, 200, 184.674730772326, 2475.74277427966, 0
5.44e-06, 8.8e-07, 2.6, 4, 3.6, 3.6, 49.4177356275076, 19.2686813006519, 0, 200, 200, 200, 2492.64878061822, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 2.4, 2.4, 54.8107773430233, 22.3520041493171, 0, 200, 200, 198.458343107515, 2405.93489838828, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 2.4, 2.8, 52.5608365157714, 20.8733643187786, 0, 200, 200, 200, 2419.31217890999, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 2.4, 3, 51.4761581796507, 20.1670483042212, 0, 200, 200, 200, 2428.84770131382, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 2.4, 3.6, 48.3251525982644, 18.1596536498182, 0, 200, 200, 200, 2471.90041913288, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 2.8, 2.4, 57.0648180325436, 24.0351301959018, 0, 200, 200, 179.861839769702, 2417.61248438884, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 2.8, 2.8, 54.7306909920329, 22.4957631246986, -1.4210854715202e-14, 200, 200, 190.938824813732, 2426.48617039619, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 2.8, 3, 53.6224983970781, 21.7600417573155, 0, 200, 200, 196.4910959945, 2432.12300685773, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 2.8, 3.6, 50.4288121914532, 19.6701048227594, 0, 200, 200, 200, 2455.62608897205, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 3, 2.4, 58.215662804021, 24.8763443356108, 0, 200, 200, 170.904722622281, 2424.87410760525, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 3, 2.8, 55.825554788305, 23.3076249912357, 0, 200, 200, 181.754488525709, 2431.90332604274, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 3, 3, 54.7016963625219, 22.5576230475587, -1.4210854715202e-14, 200, 200, 187.19338778686, 2436.94336199379, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 3, 3.6, 51.4816434008538, 20.4273281850115, 0, 200, 200, 200, 2455.79040207982, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 3.6, 2.4, 61.7896210555457, 27.3996135931255, 0, 200, 200, 145.396825050699, 2450.56029543911, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 3.6, 2.8, 59.1681386056163, 25.7464126584242, 0, 200, 200, 155.565387344573, 2450.49762932909, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 3.6, 3, 57.9772924849444, 24.9550811157714, 0, 200, 200, 160.664428586535, 2453.04457929465, 0
5.44e-06, 8.8e-07, 2.6, 2.6, 3.6, 3.6, 54.6494082027529, 22.7070121351113, 0, 200, 200, 176.019285788798, 2466.31695520882, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 2.4, 2.4, 48.690497023376, 18.4489123167163, 0, 200, 200, 200, 2464.52996904513, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 2.4, 2.8, 46.4435333905086, 17.0244558254829, 0, 200, 200, 200, 2509.74811567682, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 2.4, 3, 45.3392243740424, 16.3377397940901, 0, 200, 200, 200, 2538.45296826449, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 2.4, 3.6, 42.1069821769227, 14.3738222319448, 0, 200, 200, 200, 2651.91823518165, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 2.8, 2.4, 50.7974751491217, 19.9710646164632, 0, 200, 200, 200, 2451.97851102443, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 2.8, 2.8, 48.5234847244113, 18.4903419026664, 0, 200, 200, 200, 2477.13046767615, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 2.8, 3, 47.407044350603, 17.7772381960834, 0, 200, 200, 200, 2493.49554740034, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 2.8, 3.6, 44.13522162256, 15.7396239514143, 0, 200, 200, 200, 2559.25354610547, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 3, 2.4, 51.853977127094, 20.7340232468288, 0, 200, 200, 200, 2453.50422013871, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 3, 2.8, 49.5642865115288, 19.2255913433526, 0, 200, 200, 200, 2471.52328150654, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 3, 3, 48.4414688001425, 18.4994270968549, 0, 200, 200, 200, 2483.50037014179, 0
5.44e-06, 8.8e-07, 2.6, 4.35, 3, 3.6, 45.1499881684846, 16.4251774118611, 0, 200, 200, 200, 2532.09665356066, 0
